Pop,Latitude,Longitude,MAT,Seeds,Flowering_Date,Water_Content,Growth_Rate,Bolt_Date,SLA,Num_Trichomes,Leaf_Totphe,Flower_Totphe,Fruit_Totphe,Leaf_Oenothein_A,Flower_Oenothein_A,Fruit_Oenothein_A,PC1,PC2
699,44.927178,-78.725372,5.1,8651.66666666667,-0.8378165048378823,0.6330437633627592,0.13887211141285902,-0.11256399144084883,0.817971946714749,1.5961501689490958,-0.03584015368952209,0.8966754237970497,-0.8181952073896883,-0.6013891664044567,-0.6076973483333772,-0.8325466978112357,1.1223967118015725,0.015525847589303863
701,46.315411,-63.241093,5.6,27488.2,-0.8063416795016599,0.08889291594223465,0.9956287377135713,-0.5863249158381907,0.14589866550379169,-0.3824040235279836,-0.7320790909389546,-1.1252365677799223,-0.5970488891814791,-0.7710766148858212,-0.8373204903216818,-0.6844487420930669,2.038396106163302,-1.0565594124259878
702,46.461958,-63.453724,5.5,12360.5,-0.9217493724011421,0.9198335062507372,-0.25021656847322904,-0.3058085790239604,0.33745679489464553,-0.804106592702053,-1.9005224863496433,-0.46497654498424856,-0.9952914552134692,-0.8645358489740345,-0.7819703838214866,-0.8644555301395291,2.4923526262360696,-0.41290893126811073
703,45.50527,-73.600243,6,13301,0.0434786045763455,-3.674469336943333,-0.877502549361448,-0.4554172919915499,-0.1282891044130088,0.2037360254498106,1.1493501488327766,1.6696666956570505,0.3319986059640543,-0.49728935436856103,0.20891225640792588,-0.5333436761029033,-0.5973306691077518,3.271096708914569
704,45.958702,-73.219673,5.5,10124,-1.0266654568552167,0.6822304457454885,0.29510780415084553,-0.2310042225401657,1.330040307112054,0.999401250306545,0.5772449796407686,-0.04186105654905274,0.49971327791953024,-0.7319369415693128,-0.5342048016781249,-0.42834639231207494,0.5988391845842024,-1.0210278767019019
705,45.501857,-73.600479000000007,6,80042.75,-0.5125766430302506,0.038740770482264604,0.2149016739837303,-0.4117814173760278,-0.2820610269623328,-0.6250819171092877,0.3410414509746908,-0.8902708653010267,-0.0387071166775949,-0.6206716228152577,-0.9334605362267311,-0.4826158644986858,1.3450977661380716,-0.6299497302399222
706,47.592963,-79.487495,2.9,17522.8,0.2952772072661249,0.2500175436225492,0.38156547385309925,-0.4367162028706012,-0.6691328824403656,-1.9379295381228996,-1.1684384416084244,-0.6790153224324531,-0.49637768426003837,-0.6872969195494398,-0.8343946185163403,-0.7666366428173412,1.756380603574378,-0.549632650799324
708,46.810776,-71.290688,4.8,21355.8,-0.6279843359297328,-0.036611204767302875,0.34110590265732466,-0.3170292324965301,-0.7134723622376236,-1.7191216012872976,0.26684136411656395,-1.170274342494068,-0.5869033829397053,-0.6884730373876716,-0.8214647901458886,-0.7701865158606052,1.8967749075943003,-0.5957732426243922
712,31.090742,-88.228012,18.5,2042,0.35822685793856973,0.6337251164695619,-0.8503793422814125,2.1814362740622144,0.1999894580052558,0.6059890002385018,-1.1092535932176346,-0.960406619462533,-0.29680076977810127,0.44326744323651834,-0.8042596094803869,-0.6631339345175945,0.3128617703752608,0.2054139446258828
713,36.002981,-94.288231,14.5,1965,0.7359247619732388,-1.500813488547088,-1.77964709265678,4.201153899124672,0.28821585437278785,-0.2670325659237573,-1.6670221915081724,2.3889956586032257,1.1700211159066256,0.0031644379557744886,3.1567005563003976,1.8587018981394485,-4.4609279641631705,4.407995521133302
714,34.503701,-93.055176,16.4,1246.66666666667,1.7221359558415412,-0.2421208234027849,1.4077389861390786,2.218838452304112,0.5769472677066837,-0.6405531853703901,-0.4230129569627098,-0.3867031300755788,1.4272342170849004,0.7849729874941062,0.1626636732826403,2.11138108008969,-3.1779417894630493,-1.0035860115732038
715,35.491971,-90.358101,16,23935.25,1.1870639251257602,0.925628599827499,0.951036770782358,-0.2310042225401657,0.11804289693685649,0.011450262776099781,1.60623628395251,-0.20283908928142444,1.5205144645204012,1.0702257587943749,-0.003944364957148514,2.0036382140908557,-2.7464333765334,-2.0030223200256216
718,47.677676,-116.780602,8.4,3649.75,-1.341413710217441,-0.4778583841200937,0.1333927657469401,-0.3245096681449091,-0.6224464646036465,0.8866820101185077,-0.46312740841028116,-1.1977890064328451,-1.6103870015599173,-0.7626213176618888,-0.8009857940939631,-0.8775622563215983,2.615634170905284,0.4215826127550418
719,45.173222,-113.901314,7,1655.6,-1.0392553869897063,1.2824110379889675,0.02968247284164634,-0.4217553315738431,0.553519219023201,0.36021685300496853,-0.9332434472132871,-0.30000400277476064,-1.7043898134688018,-0.8277282602174671,-0.6648562503573048,-0.8458905154120127,2.4174355906652383,-0.6897373585985495
723,39.725328,-89.91066,11.7,36320.8,0.7065482583260984,-0.24722646361570713,0.9045212980499457,-0.5863249158381907,0.132884312543624,0.26473702602216015,-0.5232040077119361,-0.5552313390021341,1.2764257909969008,0.1066148801903888,0.047706110062508876,1.410406786926672,-1.2689075604153568,-0.9041751038875269
725,41.4942,-87.521706,9.9,32402.2,0.40438993509836235,-0.7490048367625637,-0.2817172238307187,-0.3918335889803248,-1.5232510131188706,-0.39831732802511854,1.4173896939016457,0.580333820142938,0.8528041627146585,1.3301234239905548,1.0731192847060345,1.2643810498033095,-2.3468133332788725,0.99132829105609
726,41.466711,-86.48307,9.7,38285.4,-0.36779244648362797,0.09433720956397346,1.2129333211451088,-0.5863249158381907,-0.43988451511931337,-0.6794523741411646,2.0636775212331977,-0.16962683421891633,0.3832276265034435,2.4283858236743048,0.35174372952772526,0.7672907194904071,-1.7398103116580768,-1.4468950604642192
727,41.234169,-85.852814,9.5,44420.2,0.7065482583260984,0.4618629185966303,-0.2746088320728418,-0.36191184638680646,-0.49939718295102914,0.9118780755723039,-0.18076902174077328,0.1666602683308593,0.4564578133208585,1.2050767078486937,0.6123602198328443,0.6194571002513778,-1.4472059325748448,0.07856819855121566
728,42.02335,-93.625626,9.2,8866.75,-0.008979437650691863,-0.1614233013246271,0.8030203201363896,-0.4367162028706012,-0.7496630840686783,-0.47920995921888643,0.4932046525843693,0.3651986354338372,-0.7690572951835576,-0.7997706287231553,-0.5347304604936718,-0.6675551714697707,1.0769448161045856,0.050044183209496884
729,43.401875,-95.184128,7.4,4832.8,-1.7107183274957847,-0.11502150300172534,0.13124050987877756,-0.4516770741673593,-0.2483052216458433,1.5749324296195826,-2.1935801006632545,0.2517214035746702,-0.6369129188260487,-0.7632838366892392,-0.6205325907697692,-0.7009130784259008,2.2145026410557413,0.9637678466527827
730,36.865601,-87.488617,14.2,13915.6666666667,0.9387625252511027,0.278375801831493,-0.9488057495668125,0.012109936032167205,0.44236578544290633,1.2867248037270236,0.10041464066938922,0.22508506044235468,-1.984663860997014,1.7170828189629468,1.0225217305460743,-0.37849680778545347,-0.7653024070918161,0.5691611710479036
732,37.083401,-88.599953,14.1,14310.2,1.5123037869333917,0.2045566770663003,0.1955095189753775,0.5170393422977817,0.8645429791144498,1.627976777943365,-0.1988566561834416,-0.9787965905290631,1.1592955065500972,-0.1076902098453105,-0.4371184724781221,1.6276252028480573,-1.7284667543235064,-1.0173191097816783
734,45.412512,-84.612534,6.2,6638.4,-0.5524447551227986,-1.7013486182702906,-0.816545478285448,-0.12253790563866418,-0.30761152126365787,-0.4884927201755482,-0.26860428640101114,-0.15426433934454403,-1.8190906697606133,-0.690497519861857,-0.4985261905177431,-0.7311935525412286,1.8534700846362229,1.7426835988100071
735,46.475225,-89.939888,4.3,28635.6666666667,-0.6699507697113627,0.5650013571622576,0.7636391519924547,-0.511520559354396,-0.9360602155646202,-0.6493939100910222,-0.26836648963824433,0.5035655888380542,0.09666257019150536,-0.48280898714163417,0.17513101924648736,-0.07027983756597325,0.509979036317139,-0.0837449831297358
737,36.991148,-91.49263,13.2,1003.66666666667,-2.4605186110609187,0.39926073759258546,-0.8712772785618551,-0.212303133419217,-0.11470999742401701,-1.5599885563159508,1.3391010098450058,-1.9971541333991687,-0.5498925490452271,2.2678011464402,-0.778433909880231,0.16032731759761343,0.9968271851928157,-1.254652008738229
738,36.991165,-91.492638,13.2,9431,1.0646618265959924,-1.3596037221460164,1.1531357441267045,-0.511520559354396,-0.7524117490931356,-1.0295450730781277,1.3274834722804243,0.03999995867781999,0.39102904275190564,1.6893462890631499,0.10663538144597251,0.9935328208129186,-1.9532942531253785,-0.37303643155593424
739,38.642541,-90.32373,12.7,2348.8,1.3339464433614647,1.6715366962617244,1.4856204300237263,3.353371192308357,1.7078907936920578,-0.7643233314592163,0.31650857031233964,0.8636822068504867,0.7228686849605709,1.7047413919515388,1.994916739564669,1.7793995137470606,-4.552311867440296,-1.5542377867705366
740,36.757039,-90.392883,14.3,28712,-0.6699507697113627,-1.0065860320118132,1.2974158474798025,-0.636194486827412,-1.3980777791687582,-1.0295450730781277,0.829806531030822,0.677010024700697,-0.20428952410697493,1.1157361744781238,0.5145377504796631,0.4784666547722551,-0.6721060122123642,0.38697024970637073
741,42.742517,-71.589531,8,8223,-0.7748668541654374,-0.531356649187722,-1.7351209681406212,-0.1000965986935249,-0.20490164460527663,-0.8571509410258353,1.0819331382240596,-0.5807914848417827,-0.45701823844957823,-0.5466153368117994,-0.7436916966400452,-0.735220156716817,1.3709718986656405,0.881360948525683
742,40.796795,-74.481506,10,35656.5,0.7464163704186463,0.7855736284637543,1.079998964973326,-0.511520559354396,-0.31710118587543423,1.065706685711273,1.629074447379885,-1.4971272333000374,0.9616033280275449,-0.7694163353090243,-0.9566751033152644,-0.6003389619083437,0.3016698209748025,-1.9241028075095712
743,40.672486,-74.357536,11.1,23026.6666666667,-0.10340391365935912,-1.4847199042046757,-0.661073270809896,-0.1624335624299957,-0.7349343220271929,0.13743059004508273,0.29503956323452263,-2.0698979980358256,0.5710189619392964,1.8392891164121599,-1.0207349217646673,1.1170452724470783,-0.5119131624938195,-0.0077174205046137865
744,42.142852,-77.054688,8.1,8913.4,0.2365241999718428,0.3895244203699915,0.15276921483597605,0.11683603510948026,-0.05325609501513733,-0.6264080258173822,0.5760787836659899,-0.934520391656521,-0.6581470637515077,-0.5316809847056623,-0.7642077347670944,-0.8267646542104238,1.1530572779592327,-0.7897676561650436
745,42.142852,-77.054688,8.1,25462.2,-0.16635356433180398,0.1944673398586858,0.05714310270572655,-0.37687271768356456,-0.5866305905887689,-1.655468383298759,0.998343649177069,-0.8988103947613945,-1.3843648418120018,-0.42871257343683267,-0.7114413649219833,-0.7358227185817748,1.663753524095308,-0.6192808861606001
746,41.778461,-73.748108,8.5,36977.5,0.5890422437375341,-0.8264654306714048,0.45471445151020945,-0.5489227375962933,-1.3452325634975226,0.8800514665780349,1.3756165496226371,0.8795764903037813,1.5367287363865347,1.206642392516372,1.5074065323452315,1.8192993888259412,-3.2831605264236727,0.8559379932417186
747,42.829807,-78.636429,8.2,14787.4,-0.5020850345848431,0.5576031544034639,0.5252801512023574,-0.4815988167608776,-0.13687335359005706,0.1745616338717305,-1.3714884042104662,0.060212376119554635,-0.6697057360309941,-0.4803531387846917,-0.2831112042068619,-0.4488282920608774,1.3442640151028578,-0.2083771115120299
748,42.829806,-78.636436,8.2,5957,0.2847855988207174,-0.6490256932840207,0.5263332499657324,-0.4741183811124986,-0.3926346296116015,-0.7576927879187435,-1.1128505826767288,-0.07709425073878584,-0.727365125512616,-0.6318414770414805,-0.7853133566081996,-0.6479607151970738,1.4322275539616067,0.21096859975860957
749,42.829806,-78.636436,8.2,16476.2,0.0434786045763455,-0.46535549324109565,-0.08619840554118342,-0.3432107572658578,-0.19366815597744702,-0.27631532688041904,0.8123556510327163,-0.8211274728226712,-0.2085813538707873,-0.6165547382205114,-1.0091316552092757,-0.6544026745660192,1.1092273118163052,-0.23323920819895108
750,42.829806,-78.636436,8.2,10206,0.31626042415693983,-0.5287709138234745,-1.0618877739329156,-0.26840640078206307,-1.0549994837522496,-0.7179095266759068,-1.8832140806531632,-0.6969878139865024,-0.727895281647684,-0.666145403252279,-1.0186996798769772,-0.6692773454213297,1.9713231687716302,1.130295764768835
751,44.310051,-73.352631,6.8,2193.66666666667,-0.7958500710562524,0.2577557039610437,0.7518898464053374,-0.39931402462870386,-0.25804258515017797,3.2803082282291838,0.9169179624850495,-1.3029952206657736,-0.9074600939331816,-0.7378514361465,-0.8946813994342512,-0.8261930657040089,1.6396314446619449,-0.550626859920315
752,42.167019,-76.820511,8.4,8889.4,-0.08242069676854417,0.14609989911990134,-0.9866221179938083,-0.18238139082569868,-0.1345264861336741,0.48752328898204556,-0.21007296696494382,-1.5120693194972523,0.3428519851885952,-0.7351193410113396,-1.0199939076068032,-0.6032741919520878,1.3302147245527576,-0.14545580045862408
754,43.082556,-78.968094,8.8,14444.2,0.8744139934526179,1.0261599331029398,0.9681216742404476,-0.4741183811124986,0.07777887934299467,-0.0482246290881553,0.43366257692623356,-0.17701645287970982,-0.18834070284713306,-0.6447982945824928,-0.7069313442616105,-0.6860908286763739,0.6024992815643084,-1.4558201342127393
755,43.082556,-78.968094,8.8,33465.6,0.6729751113007939,0.16590700144914386,-0.9554989053641233,-0.4067944602770829,-0.4502044672380519,-0.28692419654517565,-0.32813085639337763,-0.3190784080388861,0.0747669236662773,-0.730552404784998,-0.5695473395999512,-0.6470461342826512,0.8394457285478231,0.3658678371675721
756,44.070702,-75.923096,7.1,28783.75,0.5995338521829416,0.31722164478796405,0.9795106094727825,-0.4554172919915499,-0.21636938817674833,-0.015071911385791366,-0.07005534425880748,-0.5030564110914567,0.31114153898910885,-0.7129665099610423,-0.718167545177363,-0.6050058563771316,0.6799177896258851,-0.9937419036451943
757,42.981389,-78.855278,8.8,27117.6,0.2197376264591906,1.3568822709984005,-0.7925171699070205,-0.3170292324965301,-0.19689726667233018,0.5776986811324756,0.16843662062338283,0.04557328854941118,1.2729213361719613,-0.6555246768461416,-0.3494323103853588,-0.37674303213588195,0.02644500794868624,-0.340859456673224
758,42.981389,-78.855278,8.8,31787.75,0.3372436410477548,0.7330633304400959,0.45210235354289474,-0.5302216484753446,-0.2287410994946045,0.316455265637848,0.9793827407911345,-0.2970131626976781,0.9954212510039906,0.8225508413983837,0.09520204867951707,0.8819127991044782,-1.3628796206025555,-1.1766497100997573
759,44.22395,-74.464058,4.7,8058.66666666667,-1.3554025214779704,-0.43547101680269834,1.3971260297236223,-0.4367162028706012,-0.35229128846410485,-1.1621559438875835,-0.28278052319512625,-1.3165799852095903,-2.2561967274865373,-0.7136804472583747,-0.7385615186961471,-0.9261797672657348,2.9439378509124894,-0.7310341716331828
761,35.357709,-76.224503,16.6,8129.2,-0.6279843359297328,-0.04886785444345391,0.27379147210089416,-0.38061293550775516,1.014779124623041,1.1983175565207287,-0.2146627282292494,0.49340136078296676,-0.9496445036114437,-0.2164535935261225,0.0184075702770869,-0.293494645755379,0.583823823838143,0.03166824816135378
762,35.991865,-78.690216,15.1,17196,1.3444380518068721,1.3699111779722257,1.023443520660293,-0.5863249158381907,5.041201092826862,-0.05706535380877689,0.545996004578192,-0.5498561588786477,2.1225723174248623,0.7043967455976626,0.1563291131090518,0.7860438928376661,-2.522276740514642,-4.399068432678999
763,35.909561,-82.213181,11,16689,-0.38457901999627897,-0.9573496770950514,-0.8676470186040223,-0.4516770741673593,1.0699973982495152,1.3680594711568321,-0.2176167520526223,0.37770688630984073,-0.16442488472536562,-0.9024427777713956,-0.1734398246473552,-0.5574070839739089,0.6685393212091773,1.0806890648580032
765,36.194986,-81.735519,10.1,23015,0.03298699613093803,0.0999346177680962,0.7108155093469243,0.08691429251596194,-0.4903897969952872,0.5246543328086933,0.4097166222546074,-0.3428593050740827,2.0375293671579646,1.979073201798084,0.9488059367742858,2.0915645482935505,-3.103738651977968,-0.7165125196609092
765,36.194986,-81.735519,10.1,23015,0.03298699613093803,0.0999346177680962,0.7108155093469243,0.08691429251596194,-0.4903897969952872,0.5246543328086933,0.4097166222546074,0.3161636725151393,2.0375293671579646,1.979073201798084,0.9488059367742858,2.0915645482935505,-3.2604406903600185,-0.4403267145180611
766,35.030126,-83.015846,13.1,33260,1.2940783312689168,0.7666858895900667,0.8989727878821062,-0.5564031732446724,-0.06455903152577347,0.5883075507972323,1.2725936091109142,0.13119190216078389,1.5333124537669385,2.220464420821157,0.91834598878013,1.7331732177133914,-3.483586499230203,-1.564599933632219
767,35.854604,-77.055511,15.7,51040.6,1.1031310575625004,-0.11162355879808403,0.5202901278139552,-0.2272640047159751,0.2626711055058816,0.8376159879190092,-0.36216412229344325,-0.5556146189319745,0.1926206311526078,0.9768800587217924,0.3315216256252667,1.05173246464797,-1.45094463356453,-0.6633866649479383
768,40.031183,-81.588455,10.8,49604.2,0.6981549715697716,0.2993555947143578,-0.4544715374537754,-0.4217553315738431,0.0033585919336330235,-0.06413793358528984,1.6025311404539577,0.6696384882426226,2.7297024353081287,1.309575989438193,0.6963296442804667,2.1509337358066274,-3.6231011780428113,-0.48749863315113456
769,40.298672,-83.067963,10.3,52281,-0.42654545377790887,-0.0105541207714263,1.2832441550922957,-0.5564031732446724,-0.12501442685021902,-0.39301289319274024,-0.4195072720978451,1.0032949365275534,0.7342457895328809,1.1255911837673565,0.9684316605066621,1.0486497908009211,-1.5674899271419787,-0.3396940402506781
770,39.96173,-82.491264,10.5,14008.75,-0.49159342613943563,-2.500589720503208,-1.7243578355123945,-0.5863249158381907,-0.9859474858979997,-0.3465990884094307,-0.5795982884006452,-0.39939414117280714,-0.35196058173942785,-0.6248117109157634,-0.35144711471324674,-0.3619379723085771,1.287056200006181,2.682075023836382
771,39.993684,-81.734016,10.7,56393.8,0.4211765086110146,0.37296270160469386,0.07883944442485696,-0.4815988167608776,-0.14277221778760807,0.6997006822771747,0.2379133487745157,0.4594280662583611,0.8808413485659654,0.7650749103977331,0.7062797572192848,0.6046991446761212,-1.5509447504100504,-0.13334676070939722
772,45.573164,-122.156479,11.2,8578,-0.7538836372746225,0.6817929372025505,0.377842966283678,-0.5302216484753446,-0.6000168419404307,-1.1091115955638011,0.23951390041112136,-0.24151993121761722,0.57550925229833,-0.5767572089854422,-0.6571775179934006,-0.6316645251165811,1.1163691776642175,-0.7381985600721458
