Pop,Latitude,Longitude,MAT,Seeds,Flowering_Date,Water_Content,Growth_Rate,Bolt_Date,SLA,Num_Trichomes,Leaf_Totphe,Flower_Totphe,Fruit_Totphe,Leaf_Oenothein_A,Flower_Oenothein_A,Fruit_Oenothein_A,PC1,PC2
22,43.648016,-79.356773,7.8,42003,0.6589863000402646,-0.10135918337939913,0.7562646447583985,-0.5613901303436173,-0.3583347173810466,-0.8350491292242602,0.5194484844489907,0.36142502047833097,0.6991838126727286,0.41814800505618493,0.1391784812058309,1.1574734762340213,-1.3682431629637712,-0.5819894826087338
23,43.632911,-79.325592,7.9,27122.2,-1.3665935704864187,-0.6988203891371128,0.07681288846713681,-0.4067944602770829,-0.6144472546754668,0.3283902440106987,0.6091939930776703,-0.1322078631108333,0.029771350619363784,0.6701757673494038,0.04020692763373192,0.07112350462444553,0.15798082297559815,0.5084130295067041
182,40.1337,-86.15892,10.1,8022,0.5470758099559042,-1.6402774806280738,-0.5784426350093012,-0.13749877693542226,1.4226620789959001,-1.613032904639733,1.3237814945780966,2.8990344765344673,1.8594221009554472,0.7160096874073827,2.6791304935427567,1.9892712440369418,-4.504276524185766,1.579804760096027
183,40.1337,-86.15892,10.1,8425,-0.4601186008032132,0.12183450621790767,-0.6385529704145629,-0.511520559354396,-0.5246543125785847,1.2955655284476717,-0.187738235862678,-0.830804447648263,-0.22664718565725686,-0.6274721964646706,-0.4156366480173215,-0.6419760120259678,1.2924643173115566,0.39838142292699125
8,42.470627,-76.523911,8.9,2759.8,-0.9742074146281794,-0.06908604343716619,0.6946661149487839,-0.5302216484753446,-0.3305135967363474,0.17986606870410843,-0.4648107734031008,-0.433190653000986,-1.060237081430469,-0.7355260575001608,-0.6423031504409363,-0.8413688929031372,2.0355086028457974,-0.13764058346180666
9,42.470627,-76.523911,8.9,22377,-0.38667734168536094,0.02506010746232753,0.00478038647079101,-0.2310042225401657,0.5473340927618595,-1.5997718175587874,-0.2771618503725786,-1.1721882460131121,-0.41168641833441766,-0.6582099134670522,-0.802574378010559,-0.6218434213353045,1.6176115328103562,-0.9258498547660853
411,42.463813,-76.528893,8,8121,-0.2922528656766937,-0.19866827510555293,-1.157859668003281,0.23652300548355143,-0.2531586445785623,-1.4804220338302774,-0.449686466520054,-0.14539998834624898,-0.09001462764401331,-0.6997924634633236,-0.07900946058672471,-0.5115158117187308,0.8733815206596777,0.883151999626499
442,43.594882,-79.515846,7.8,10120,-0.14537034744098903,-0.253895728606906,0.01044334128565379,-0.24970531166111437,-0.21957708138137425,0.0512335240189365,-0.5426533588830317,0.8695387336887243,0.7476177528033499,0.17016495038426777,1.1064642036773498,0.9817663240716695,-1.3538700294879047,0.7815736212266109
465,35.66419,-78.47168,15.5,18203.25,1.5962366544966515,0.9392976548866034,-0.0378348373647066,0.853658946474858,2.2037843994474478,-0.306815827166594,-0.8993928132347883,0.5618513578486757,0.6562432261499779,0.7188951378831165,1.4773266083467835,1.7113992635255062,-3.031133127640213,-0.9996960884176584
501,35.91668,-78.385292,15.3,17244.1666666667,1.3584268630674017,-1.0314259163929704,0.3460300154001701,0.3562099758576226,-0.9134447864674421,0.19047493836886503,-0.1309621231026078,0.5534823881948442,1.7143592551892795,0.20010805316442073,0.8845004649976577,2.027357751735881,-2.9124375009089167,0.9565759235755847
514,35.71578,-78.656181,15.4,1117.33333333333,1.5822478432361222,1.1375662699680997,1.1476314805043717,1.7700123134013435,1.3687190164393934,-0.7996862303417369,-1.3819770365222988,0.6387544740168054,-0.12360300400968319,0.22443512700567206,0.8883833784259418,-0.4235041839781731,-1.3568830646385968,-0.9768656353530959
515,35.96879,-78.961891,15.2,13158.6,1.7053493823288903,-0.5751725458555876,1.5685218071427722,0.22156213418679332,-1.1460561702975476,-0.6582346348116517,0.6375633902042335,-0.7387686023118185,1.475844269009765,1.9467082347715243,0.18442008023986226,2.4993278051817946,-3.2839549445719443,-1.1594689716835
516,43.649047,-79.5438,7.5,14202.6666666667,0.5890422437375341,0.9504703288846027,-0.3348054329360824,-0.212303133419217,-0.45724233765724165,0.13743059004508273,0.7750586049879408,0.07510505263443705,0.5862352775448619,2.9573550890427818,1.2619132490757707,1.3957319102028465,-2.9157282136469367,-0.6288552433777965
518,44.162759,-77.383232,7.1,29483.6666666667,-0.5300626571059437,-0.6534524776314549,-0.32156814777842485,-0.4367162028706012,-1.0982833087474155,-1.0649079719606485,-1.4449586655828666,-0.2578825418192939,-0.280094655114846,-0.7337519527077029,-0.6280071923837582,-0.6363061994169579,1.790593036618982,0.993695761557355
570,43.962878,-79.522835,6.5,8917.75,-1.0476486737460318,1.1232922925756128,-0.3889167645724094,-0.06269442045162753,-0.12432365907767223,-1.2019392051304203,-1.1306764849164432,-0.7669342255485004,-1.3407337041251521,-0.7458658405815372,-0.73348364101012975,-0.8673315160663112,2.549285500607887,-0.4625251119312347
571,43.962613,-79.523201,6.5,664,-0.3971689501307684,1.5739786812638836,-1.9229780362433888,-0.28710748990301177,1.2841690663406187,1.5563669077062592,-1.4539132810227582,-0.7483963792171986,-1.618304081400335,-0.7936900179287479,-0.7231797658139202,-0.9099603751016232,2.2981557090268874,-0.11839907391699028
572,43.962613,-79.523941,6.5,25502,-0.9469292326701197,1.6530554654168217,0.995087766805307,-0.26840640078206307,0.04552501369701302,0.24882372152502563,-1.5044088868422694,-0.12823071622563412,-1.1632882288831605,-0.8042243166126342,-1.0574820338464768,-0.8607976887734808,2.4226846378681675,-1.1801427665199538
573,43.962762,-79.523209,6.5,39346.6,-0.67834405646768825,0.9724605474261372,-0.690390599613002,-0.3020683611997698,0.3216661560870098,-0.22327097855663672,-1.9472338930134718,-0.9179024840647294,-0.776767220565425,-0.8213527165237836,-0.7821924694036427,-0.7864290266755667,2.3527183765461364,-0.35441421022696434
574,43.961764,-79.523544,6.5,7065.25,-0.8902745470649197,0.3171231120971855,-1.0286048388074618,-0.36191184638680646,0.11337903407499308,0.41591341874493976,-0.7325436252268753,1.123368325790168,0.040514906686911926,-0.30371724721420496,0.5720085790323335,0.2593842213111398,0.02059717081533426,1.1620578831952881
658,42.004086,-77.126945,8,3175.4,-0.37618573323995347,-0.02043902109243879,-0.4734175978830528,-0.31204227539758517,-0.5718673361205645,-0.5521459381640871,-0.8228654897915427,0.26321341056513714,-0.373773980729624,-0.6745413969138948,-0.31867260351377064,-0.5577705450389749,1.2153822510020742,0.7660919676598534
676,41.878114,-87.629799,10.1,32326,-0.5608380418791252,-0.09404030132634654,0.5668627647817671,-0.212303133419217,-0.3418442776529585,0.31247693951356414,2.1150139802115433,0.22632739272764568,1.6835459965121853,2.0145207537800216,1.2262188602486186,2.065861556153803,-3.294481636243144,-0.5575188258803979
688,49.157497,-121.951981,10.1,18658,-0.41815216702158337,-0.05834015132645294,0.7337987074605652,-0.4367162028706012,0.07684207901421243,0.31424508445769916,0.5994143837708883,-0.03878650576406462,0.6254666362830681,-0.47355458014767243,-0.43799775267564756,-0.3588149725454333,0.29989996099287153,-0.5382130226314981
688,49.157497,-121.951981,10.1,18658,-0.41815216702158337,-0.05834015132645294,0.7337987074605652,-0.4367162028706012,0.07684207901421243,0.31424508445769916,0.18544321479990528,-0.03878650576406462,0.6254666362830681,-0.47355458014767243,-0.43799775267564756,-0.3588149725454333,0.3934865580059245,-0.47607516965975805
689,49.283726,-117.631439,8.2,1948.33333333333,-1.1315815413092916,0.23075083890175013,0.3829120116345723,-0.36191184638680646,0.9557371341047414,-0.7378011572973251,0.31138539259122683,0.9625754669867967,-0.6174657542096319,-0.682824814777959,-0.4649507369495308,-0.8629991170287334,1.2412980139157153,-0.32186312792361577
690,50.960833,-119.285599,7.4,2166.25,-0.6279843359297328,-0.2378752420234194,0.21135524254923008,0.1866534344943301,-1.0560565197112532,-0.5433052134434576,0.6493518294050074,-0.18619893969266207,0.8878392159837878,-0.8130900366429409,-0.8019485962406032,-0.5323824532497153,0.7154338393268727,0.25700144557422744
692,49.610409,-117.563469,7.8,19116.75,-0.48110181769402816,0.6121775503273446,0.06345920026321909,-0.28710748990301177,-0.10331933731640044,-1.1953086615899475,-1.1380029692460145,0.7650172934872154,-0.3337285525534726,-0.8363337358231452,-0.4909668857830809,-0.7180102343001911,1.408753911533975,0.07937756893439377
693,49.561061,-121.429169,8.4,42913.3333333333,-0.7958500710562524,-0.4231458075703816,-0.1591411519564563,-0.4117814173760278,-0.1864103276770499,0.14627131476570432,-0.719420093138752,-1.3270757389124082,-0.31067129352660516,-0.812381216376558,-0.8381306512548884,-0.7823036182705526,2.0006023780471835,0.017342939742188708
694,50.018423,-96.774117,2,1552.2,-1.2364976257633662,-0.8577729422054499,1.2738797012422152,-0.36191184638680646,0.03945915866513397,0.30717250468118623,0.9228103293368743,0.947958041286854,-1.865671058280719,-0.7744926487522883,-0.4037238284704448,-0.9245758891685498,1.6008765996101504,0.4594439807016717
696,47.001544,-65.566162,4.8,15881,-0.76437524572003,-0.7611512809984898,-0.3676370280336513,-0.3058085790239604,-0.7441387612328488,0.687765703904324,-0.6194949044410133,-0.15109739180055418,-1.168894775766854,-0.8469130228644628,-0.6789619532761018,-0.8385013212788881,1.9800130236440672,1.2788888560670721
697,45.485094,-75.474731,5.5,24797.4,-0.7119172034929926,0.4921798323088498,-0.049537055620981194,-0.3469509750900484,-0.008478496101412854,-1.0958505084828556,1.2720981535819327,-0.6077286233874793,-0.8076594775487823,-0.6860459013288761,-0.6443845058316784,-0.6133979114009344,1.43949973818194,-0.7644461904270121
698,43.544805,-80.248169,6.6,15579,-0.7874567842999269,-0.3209730936360235,-0.06616814892333348,-0.07516181319895146,-0.5254122903655268,0.3584487080608335,-0.5611691916822611,0.7776335430452406,-1.030240215183706,-0.6973695143820371,-0.4292217064314767,-0.8393285692565281,1.4780479135421074,1.1795170808660103
