Pop,Turku_ID,Tissue,Oenothein_B ,Oenothein_A
788,141211 Daniel Ob Fruit 676,Fruit,116.8138832,18.42496542
789,141211 Daniel Ob Fruit 677,Fruit,103.9690952,11.91303981
790,141211 Daniel Ob Fruit 678,Fruit,61.86750975,3.346075
791,141211 Daniel Ob Fruit 679,Fruit,33.3847706,17.49531095
792,141211 Daniel Ob Fruit 680,Fruit,1.609382307,61.16979547
798,141211 Daniel Ob Fruit 681,Fruit,27.70674202,3.710203905
806,141211 Daniel Ob Fruit 682,Fruit,20.41090885,120.9010595
824,141211 Daniel Ob Fruit 684,Fruit,7.772542456,114.1923422
825,141211 Daniel Ob Fruit 685,Fruit,7.453006712,126.7799559
831,141211 Daniel Ob Fruit 686,Fruit,9.067267074,76.09474804
851,141211 Daniel Ob Fruit 687,Fruit,18.72768249,1.467634409
864,141211 Daniel Ob Fruit 688,Fruit,54.60650306,15.55762275
877,141211 Daniel Ob Fruit 689,Fruit,40.20454422,3.726473843
880,141211 Daniel Ob Fruit 690,Fruit,20.887578,4.3793175
888,141211 Daniel Ob Fruit 691,Fruit,33.79219749,4.323878575
890,141211 Daniel Ob Fruit 692,Fruit,30.8677629,7.789617898
891,141211 Daniel Ob Fruit 693,Fruit,27.03264788,52.4589425
892,141211 Daniel Ob Fruit 694,Fruit,69.05141489,30.88625747
893,141211 Daniel Ob Fruit 695,Fruit,65.05939808,20.66252831
908,141211 Daniel Ob Fruit 696,Fruit,60.65875968,19.75017848
914,141211 Daniel Ob Fruit 697,Fruit,62.73889653,13.19889247
915,141211 Daniel Ob Fruit 698,Fruit,46.60824915,6.3666925
