Plant ID,Pop,Block,X,Flowering_Date,Flower_Number ,Leaf_Toughness,Water_Content,Growth_Rate,Bolt_Date,SLA,Above_mass,Below_mass,Num_Trichomes,Leaf_Herb_Sept,bug,Hight,Leaf_herb_July,S.florida,M.brevivatella ,Fruit,l1,l2,l3,l4,l5,d1,d2,d3,d4,d5
144,696,3,,200,47,185,75.90096286,0.08646125,132,55.74153034,18.1,2,256,0.6,21,71,2,4,7,48,31.57,30.21,31.11,31.55,31.05,5.9,6.1,5.2,5.1,4.9
145,696,4,,200,27,155,68.49620705,0.047712125,139,38.46220189,7.5,0.7,132,1.8,11,62,0.8,0,2,25,32.38,30.03,32.05,30.88,28.09,4.7,4.15,4.59,4.86,4.72
146,696,5,,200,61,170,68.28309305,0.12187889,131,33.26548761,28.9,2.9,100,5.1,0,96,2.4,23,4,109,18.51,24.55,22.64,27.41,32.23,2.85,3.72,2.77,4.65,4.73
147,697,1,,198,142,100,75.40125611,0.10326877,131,47.08622077,67.5,,180,1,21,135,0.7,7,8,192,28.06,36.12,35.15,31.64,33.42,5.36,4.75,5.45,5.13,5.32
148,697,2,,196,100,125,73.84553337,0.093899782,132,44.77754632,52.8,4.5,35,1.1,24,,1.1,11,8,217,30,29,33.5,27,29,5.5,4.5,5,3.5,5
149,697,3,,200,24,75,73.97836538,0.081291336,135,59.0969272,6.1,0.4,77,1.3,13,81,0.5,0,0,11,34.12,27.92,29.4,24.8,24.01,5.51,5.69,4.94,4.51,4.61
150,697,4,,206,70,110,79.20981972,0.117855316,133,66.55916631,32.6,2.8,6,0.8,18,100,1.3,9,10,82,28.59,36.34,29.5,33.58,29.72,5.24,5.64,5.11,5.73,5.86
151,697,5,,,,,,0.074036269,135,,,,,,11,,,,,0,,,,,,,,,,
152,698,1,,199,162,130,74.59052678,0.113465478,132,47.71556273,59.8,,73,1,9,157,0.5,48,3,170,28.43,32.66,39.16,25.2,26.9,5.03,5.82,6.26,4.4,5.14
153,698,2,,191,146,150,72.75,0.117855316,132,44.37277754,81.4,,146,2.2,6,144,0.4,56,1,184,26.8,35.2,32.5,28.8,34.1,3.9,4.7,4.8,4.4,5.2
154,698,3,,209,27,75,76.13435474,0.069897,134,55.38774066,9.4,0.9,70,19,2,95,0.8,0,2,25,15.5,13.86,27.31,15.93,32.41,5.39,5.38,3.75,2.57,2.32
155,698,4,,200,92,150,73.0748225,0.1,135,52.08210627,60.1,6.4,88,1.2,8,109,1.3,49,0,115,31.1,38.1,36.2,32.6,31.8,4.3,4.6,4.4,5,5.2
156,698,5,2,,0,100,75.78376795,0.037628749,131,59.40984588,10.7,2.5,189,0.2,2,0,1.1,,,0,,,,,,,,,,
157,698,5,,192,63,110,67.76406036,0.123771484,157,34.26693554,29.1,3.8,210,1.3,12,131,1.7,19,9,58,32,22.2,32.9,25.8,28.3,6.2,5,5.9,5.8,5.2
158,699,1,,197,53,105,77.89004458,0.107918125,134,71.07675679,20.1,1.6,185,1.3,13,105,5.4,13,26,66,33.3,25,27.3,26,25.8,4,5,5,5,4.8
159,699,2,,,0,65,80.69571865,,,93.72293109,,,105,0.4,,,1.3,,,,,,,,,,,,,
160,699,3,,197,19,130,79.12087912,0.1,141,79.65498605,4.6,0.3,157,0.7,13,67,8.2,10,6,24,28.48,26.62,20.76,25.07,22.58,6.11,5.4,4.3,5.43,4.79
161,699,4,,,0,75,78.94736842,,,88.54545237,3.9,1,122,1.2,0,0,3.8,,,,,,,,,,,,,
162,699,5,,197,41,150,70.98937954,0.084509804,134,38.82343858,16.6,1.5,186,10,14,105,0.1,1,18,65,28.15,30.16,23.64,30.28,23.91,6.34,6.02,3.01,5.23,5.16
163,700,3,,197,19,140,72.25085911,0.054194224,,51.29968403,2.8,,127,0.7,2,55,,0,6,10,28.89,27.82,28.99,28.3,25.57,5.32,5.11,5.06,4.98,2.9
164,700,3,4,190,21,140,71.2295082,0.084509804,134,49.58321733,2.6,,195,0.5,3,77,2,0,4,8,27.2,21.43,28.13,26.46,26.06,4.23,4.45,5.17,4.8,5.98
165,700,4,1,192,17,120,74.43868739,0.065321251,135,61.59985588,5,0.3,125,2.3,10,60,1.2,0,11,18,28.39,30.63,29.38,24.8,27.58,5.03,5.56,5.47,4.91,5.39
166,700,5,,189,29,170,67.35708368,0.119909027,131,55.42682869,8.3,0.1,95,1.9,10,76,2.2,7,14,32,26.84,30.77,32.46,29.3,28.83,5.16,5.32,5.04,5.45,5.78
167,701,2,,193,221,60,81.86487103,,,52.88876515,99.3,10.4,4,0.5,,,0.6,2,3,315,28.9,27.1,31.1,30.5,27.1,4.5,4.4,4.9,4.8,4.5
168,701,2,5,204,96,65,75.85751979,0.10326877,131,47.1994088,,,23,1.2,12,131,1.1,0,1,108,30.2,26.1,27.5,25.5,27.5,4.5,4.5,3.5,3.5,3.5
169,701,3,,197,62,150,73.14949202,0.115710298,129,47.57105769,29,2.9,112,16.9,32,136,0.4,0,1,99,27.77,29.68,34.01,27.85,28.2,4.98,5.32,5.9,5.25,5.34
170,701,5,,197,90,95,70.34013605,0.119909027,130,53.21125762,33.5,3.4,256,0.777777778,19,142,0,0,9,121,27.5,31.5,33.5,32.5,33.5,4.5,4.5,4.5,5.5,5
171,701,5,3,,0,110,71.2295082,,,79.2530941,31.7,3.5,112,1.142857143,0,0,1,,,0,,,,,,,,,,
172,702,1,,187,26,120,75.32588454,0.092941893,134,59.40984588,3.9,0.2,11,0.7,8,67,5.7,20,18,115,24.85,25.16,22.7,28.37,29.88,5.38,6.15,4.08,5.75,5.06
173,702,2,,204,64,140,77.21769756,0.090308999,134,57.62275587,18.8,1.6,54,1.5,23,,1.5,10,2,92,24.26,24.25,23.36,22.99,24.44,4.75,4.4,4.41,4.58,5.05
174,702,3,,207,24,90,77.98913043,0.081291336,131,60.22992044,8.1,0.7,208,0.8,3,74,0.2,12,0,27,20.75,26.12,23.28,21.99,20.85,4.39,5.12,4.69,3.9,3.76
175,702,3,,182,31,120,76.65480427,0.097229029,136,54.99987132,,,69,0.6,9,64,1.3,0,6,32,25.87,24.7,23.95,29.06,26.21,5.55,25.75,5.64,5.37,5.34
176,702,4,,216,71,175,70.95541401,0.097229029,133,60.22992044,,,134,0.5,39,87,,,,NA,,,,,,,,,,
177,703,1,,221,7,100,34.81012658,0.047712125,134,65.23240552,22.9,1.3,123,1,2,92,9.3,0,0,71,28.43,33.37,28.21,18.6,27.5,5.59,5.66,5.25,3.26,5.02
178,703,2,,209,72,115,73.50081037,0.062838893,131,47.54226165,43.1,3.3,71,2.5,23,,0.888888889,0,0,74,30.2,32.5,27.2,31.1,32.2,5.2,4.8,4.8,4.8,4.9
179,703,3,,209,703,135,73.01374455,0.097229029,131,36.90780839,42,,146,1,7,108,1.6,0,0,80,22.71,18.01,34.02,28.59,22.93,5.14,4.47,6.24,5.95,5.55
180,703,4,,233,0,110,74.80605837,0.108635956,131,62.73148263,12.6,1.1,154,15.7,16,96,0.1,0,0,29,27,27,20,19,12,4,5.5,4.2,3,1.9
181,703,5,,209,50,120,67.46433502,0.119909027,130,,35.8,4.7,75,0.3,14,123,0.3,,,NA,,,,,,,,,,
182,704,1,,212,62,105,80.69898534,0.109691001,133,51.06620042,49.5,4.3,165,1.8,10,126,0.8,6,3,150,28.73,12.95,19.6,21.26,28.59,5.1,4.8,3.51,3.56,6.01
183,704,2,,120,19,115,78.30018083,0.081291336,139,54.76974634,20,1.5,114,1.2,9,100,2,21,0,56,24.16,23.36,24.38,25.83,22.78,5.38,5.56,5.31,5.33,5.44
184,704,3,,219,21,85,74.26124197,0.090308999,135,48.45145975,17.7,2,120,0.6,1,119,1,21,0,51,25.65,21.58,25.79,26.86,23.09,5.06,4.46,4.91,5.52,4.63
185,704,4,,219,19,150,71.28661088,0.119909027,132,120.2753694,18.2,1.3,215,1.6,9,114,0.5,6,2,57,26.02,22.88,22.63,20.31,24.24,5.88,4.78,5.12,4.42,5.04
186,705,1,,207,220,95,78.45165335,0.10326877,131,60.78933146,169.4,8.6,77,1.4,16,134,0.3,18,12,408,32.56,27.67,36.87,33.25,33.05,5.68,6.09,6.57,5.93,6.13
187,705,1,2,198,343,95,76.34998556,0.082029928,,53.83126542,137,10,64,0.7,8,116,0.7,154,1,436,36.5,31.5,36.5,31.5,37,5,5,5.5,4.5,4.5
188,705,3,,209,67,80,71.89942236,0.084509804,135,44.3226954,25.8,2.4,107,2.2,22,99,0.2,0,2,110,35,34.5,22,20,16,5.1,4.5,4,3.1,2.1
189,705,4,,210,21,100,74.01696222,0.119909027,132,52.57015813,6.7,0.6,142,1.3,15,78,0.1,,,NA,,,,,,,,,,
190,705,5,,205,183,155,70.69481645,0.125592641,131,46.91745296,92.6,8.7,121,1.8,15,120,0.5,38,5,343,37.72,29.06,28.15,33.26,27.18,6.21,5.08,4.73,5.57,4.71
191,706,1,,200,84,115,80.32046942,0.097229029,131,38.90035475,20,2.1,22,11.8,9,64,11.5,25,13,63,25.23,26.23,26.94,27.21,23.52,6.06,6.41,6.98,5.88,6.12
192,706,2,,189,197,110,78.03125788,0.123771484,131,49.61453964,92.4,7.6,8,0.9,7,,0.8,12,14,240,29.35,27.44,24.54,26.3,23.71,5.8,6.1,6.28,5.66,6.17
193,706,3,,299,34,125,69.00900901,0.108635956,133,47.89013186,11.9,,76,1.7,9,80,1,12,4,60,29.12,25.43,26.09,25.15,21.94,6.34,5.51,6.3,5.9,4.48
194,706,4,5,208,30,135,72.3830735,0.077815125,133,52.96009187,8.4,1.2,65,8,13,56,1.2,3,3,34,25.53,23.18,24.62,28.33,29.28,5.69,5.33,5.13,5.41,5.22
195,706,5,4,,,,,,,,,,,,,,,,,0,,,,,,,,,,
196,707,1,,,,,81.29913115,0.08646125,132,68.1177938,,,54,0.4,7,,,,,0,,,,,,,,,,
197,707,2,,185,76,135,76.0494463,0.090323706,130,46.14560297,26.5,2.7,57,2.1,24,,1.6,,,NA,,,,,,,,,,
198,707,4,,203,20,150,79.32159165,0.082262521,134,26.71422321,,,123,2.4,15,,0.9,,,NA,,,,,,,,,,
199,707,5,,189,14,100,75.22012579,0.097229029,134,59.32010291,1.4,,160,2.5,7,53,0.1,0,1,4,17.41,23.06,26.5,18.67,,3.51,5.23,4.26,5.77,
200,708,1,,197,102,110,80.22187761,0.093899782,134,57.66506333,53.4,5.7,41,1.2,4,107,0.4,0,8,194,36,30,30,26,17,4,5.5,5.5,4,2
201,708,2,,194,120,85,76.82119205,0.10211893,135,49.99351766,51.8,4.8,57,1.3,30,107,2,7,8,143,29.77,32.56,31.94,31.9,26.5,5.33,5.34,5.83,5.6,5.51
202,708,3,,200,52,125,75.88281454,0.100343332,132,47.45608233,30.2,3.1,88,0.8,14,100,0.4,15,1,78,33.69,32.33,34.26,32.9,25.35,6.02,5.27,5.38,5.41,4.8
203,708,4,,217,14,95,69.68529223,0.10326877,133,,6.1,0.7,34,8.5,6,63,1.3,7,0,13,33.57,25,29.08,28.51,31.54,5.1,5.41,5.23,5.4,5.3
204,708,5,,,42,115,68.08693166,0.106026945,134,32.36086372,22.2,2.9,35,0,12,92,0.2,8,14,56,37.28,31.82,31.43,30.14,29.9,5.32,5.84,5.75,6.18,5.75
205,709,1,,,0,100,81.4171123,,163,78.4613549,,,156,0,0,,,,,0,,,,,,,,,,
206,709,3,2,,0,95,72.3830735,,,67.30061375,,,300,0.2,0,0,0.8,,,0,,,,,,,,,,
207,710,1,,289,0,,80.95479939,0.119280314,154,80.38875768,34.4,,90,0.3,0,115,0.4,,,0,,,,,,,,,,
208,710,2,,,,100,78.84615385,,178,70.43929709,7.9,0.4,88,0,0,67,0.6,,,0,,,,,,,,,,
209,710,4,,,,65,72.83333333,0.100343332,161,62.98301223,3.9,0.3,156,2.3,0,67,0,,,0,,,,,,,,,,
210,712,1,,253,0,,80.48780488,,,67.64842054,1.9,,164,0.333333333,0,0,1.625,,,0,,,,,,,,,,
211,712,3,,,0,110,79.07596624,0.043478261,204,69.32022617,3.5,0.1,176,0,0,69,1.1,,,0,,,,,,,,,,
212,712,5,,198,57,155,68.44221106,0.115710298,130,32.83437134,3,2.4,76,0.2,30,99,1.4,10,2,57,26,30.1,27,29,25.8,4.2,3.9,4.5,4.9,4.1
213,712,5,,,0,165,,,,,23.3,,,,,,7.1,,,0,,,,,,,,,,
214,713,1,,241,0,115,75.91721543,0.06078,189,76.62421098,12.4,1.4,86,1.9,0,761,0.7,0,0,13,22,20,22,22,21,8,3,2,3,2
215,713,2,,209,9,105,68.25938567,,,58.04864468,14.1,1.9,42,0.2,,,0.3,0,4,35,21,26,25,23,21,4,5,5,3,4
216,713,3,,,0,85,76.65056361,,,72.38692742,,,178,2.4,0,,,,,NA,,,,,,,,,,
217,713,4,,248,0,140,70.10416667,0.052353043,199,51.97870036,3.7,0.7,109,2.25,0,82,0.5,,,0,,,,,,,,,,
218,713,5,,240,0,145,66.00594648,0.075257499,,43.51236357,9.6,0.9,186,0.7,0,91,0,0,0,22,16.51,25.03,25.92,25.02,24.97,3.22,3.93,4.69,3.77,4.5
219,714,1,,246,0,100,74.49101796,0.120411998,170,58.26395864,15.2,1.7,111,0.3,0,111,0,0,0,16,30.56,27.77,30.07,30.48,32.11,5.23,4.42,3.92,5.02,5.26
220,714,2,,278,0,125,78.33996589,,,72.58763055,3.7,0.2,9,1.714285714,,,8.2,0,0,4,14.56,13.79,12.18,10.97,,2.55,2.99,2.11,1.96,
221,714,3,,,0,130,70.34596376,,,66.27832595,,,260,0.166666667,0,0,0.5,,,NA,,,,,,,,,,
222,714,5,4,250,0,150,67.875,,165,50.99988068,3.7,0.1,155,0.3,0,69,0.3,0,0,2,22.78,15.58,,,,2.74,2.08,,,
223,715,1,,248,0,165,79.19151756,0.169019608,142,62.23440273,79.8,11.8,59,1.4,4,130,3.9,0,0,121,33.46,32.96,33.33,32.27,28.93,5.59,5.25,4.12,5.36,4.18
224,715,2,,240,0,140,79.97790666,0.108635956,131,71.39983295,72.7,8.2,66,0.7,16,141,0.888888889,0,0,170,26,34.5,28,33.5,27,4.5,5,4.5,4.5,4.5
225,715,3,,248,0,120,79.77809592,0.084509804,134,67.18547156,22.8,,150,2.1,2,105,0.7,,,NA,,,,,,,,,,
226,715,4,,247,0,125,73.57814599,0.084509804,134,48.24313037,75.1,7.1,186,1.4,2,134,0.1,0,0,118,30.44,29.95,29.82,29.8,21.4,3.14,4.57,4.14,5.02,3.73
227,715,5,,246,0,,74.50434783,0.08646125,132,41.03438676,29.3,3.7,154,2,17,113,,0,0,46,32.5,21,25.1,24,35,5.1,3.2,3.2,3.2,4.9
228,716,1,,192,41,105,75.07241438,0.087506126,136,49.14882118,28,2.9,118,1.2,12,94,5.9,13,6,95,23.5,23.5,26.5,26,24,3.5,4.5,5,5,5
229,716,2,,,0,135,83.33333333,,,66.22244203,11.9,1.8,0,1.5,0,139,0.888888889,,,0,,,,,,,,,,
230,716,3,,206,25,65,,0.090308999,135,54.92294843,,,38,1,7,164,0.7,,,NA,,,,,,,,,,
231,716,4,,,0,195,69.60167715,,,46.01043717,,0.1,194,4.875,0,0,0.3,,,0,,,,,,,,,,
232,716,5,,192,41,80,78.03600655,0.084509804,134,42.36236044,16.3,2,216,1.1,14,89,2,2,2,54,24.76,18.17,24.72,20.54,21.46,6.89,5.01,6.84,5.76,4.87
233,717,1,,200,51,60,77.83972125,0.097229029,132,56.87169895,26.2,1.8,144,1.4,8,109,1.1,24,1,102,25,22.9,23.5,22.1,21.6,3.8,4.2,3.8,4.1,3.9
234,717,2,,199,32,60,71.88434696,0.08646125,132,53.35585343,8.6,0.4,66,2.2,13,,0.2,0,5,28,10.1,21.14,20.15,23.33,24.73,3.34,3.85,5.07,5.39,5.31
235,717,3,,,0,105,71.37911137,,,71.66041629,1.3,,146,10,0,0,1.5,,,0,,,,,,,,,,
236,717,4,,205,24,95,74,0.113465478,132,64.90893905,6.1,0.4,74,0.8,6,75,4.3,4,6,16,23.11,21.01,22.88,21.96,22.65,5.04,5.84,4.82,5.17,4.92
237,717,5,,205,53,175,65.48387097,0.111111111,132,42.5690061,11.9,1.4,165,2.5,10,64,0.7,15,0,51,22.9,24.1,22.5,24.6,25.8,4.6,4.4,4.5,4.3,4.5
238,718,1,,184,20,210,77.48786408,0.090308999,135,59.00812641,2.8,0.1,202,1.8,2,64,,0,18,16,26.67,24.28,23.88,21.57,21.93,5.05,4.17,3.81,4.67,4.11
239,718,2,,183,34,75,71.42857143,0.107918125,134,45.95659231,7.9,0.7,186,0.8,28,,0.428571429,0,9,57,27.36,19.55,26.13,27.06,23.61,5.11,5.07,5.32,5.19,5.78
240,718,3,,187,12,120,74.63556851,0.069897,141,59.81707254,,,115,0.9,10,41,,,,NA,,,,,,,,,,
241,718,4,,186,15,105,75.41818182,0.077815125,134,36.04397258,1.9,,88,0.6,21,54,1,0,1,7,19.64,18.04,20.42,22.65,22.82,4.42,3.57,4.02,5.03,4.42
242,718,5,,187,23,55,67.32026144,0.113465478,131,50.34603606,3.6,,121,1,4,80,0.75,6,5,14,22.79,23.9,18.75,16.87,22.84,5.01,5.28,4.97,4.27,3.81
243,719,1,,186,44,155,83.30970225,0.100343332,130,65.3409453,10.6,0.9,129,2.2,8,99,,3,12,41,31.52,25.89,18.52,23.06,28.14,5.36,6.22,3.53,5.65,5.3
244,719,2,,194,13,95,72.24958949,0.106026945,132,46.44578134,2.1,,126,0.3,9,56,,3,0,19,23.47,17.35,21.91,17.14,22.02,2.46,2.31,3.07,2.01,2.56
245,719,3,,195,9,90,82.43243243,0.054406804,134,81.30415761,0.2,,148,1.5,2,,4,0,0,3,21.7,19.17,14.91,,,3.88,2.84,2.88,,
246,719,4,,199,9,120,77.8968254,0.10326877,131,63.08418976,1.4,0.3,118,0.9,20,40,,,,0,,,,,,,,,,
247,719,5,,187,16,170,73.13253012,0.113465478,134,45.66268387,2.1,0.1,126,0.9,13,57,,0,11,8,16.22,26.15,21.28,23.72,21.22,2.77,3.54,3.92,4.52,4.08
248,720,1,,271,0,100,86.11521418,0.08646125,129,56.99551252,17.6,2.5,68,0.5,0,107,0.6,,,NA,,,,,,,,,,
249,720,1,,197,306,115,76.03267211,,196,60.69537577,77.7,,105,1.3,7,190,1,3,5,234,33.29,32.33,31.78,29.07,30.56,5.05,4.99,4.69,4.92,5.02
250,720,2,,276,0,100,81.34796238,,,78.38305015,7.7,0.9,126,3,,,0.2,0,0,5,20.4,16.2,12.2,16,11.1,2.2,2,1.1,1.8,1.3
251,720,4,,,,95,97.61515399,0.022011407,172,,2.5,1,98,2.5,0,19,1.1,,,NA,,,,,,,,,,
252,720,5,,,,,,,,,,,,1,0,,,,,NA,,,,,,,,,,
253,723,1,,230,6,120,76.38461538,0.100343332,129,60.83641847,52.2,5.2,111,1.3,14,132,0.3,11,0,111,39.5,34.5,30,34.5,23,5,4.5,4.5,5,3
254,723,2,,232,0,55,75.88377724,0.100343332,130,55.94004006,69.7,7.5,134,1.4,18,133,0.5,13,0,169,25.74,31.58,26.06,28.46,27.43,4.86,5.11,4.43,4.09,4.9
255,723,3,,235,0,115,74.23137876,0.119909027,130,49.30308616,103.9,7.7,118,1,17,137,0.1,31,0,229,26,30.2,30.1,33.2,30,4.1,4.5,5,4.5,4
256,723,4,,244,0,95,70.85201794,0.108635956,131,72.18733111,7.1,1.2,116,2.9,5,93,0.4,15,5,18,15.76,30.03,22.33,34.46,26.9,1.63,4.4,2.69,5.11,3.93
257,723,5,,228,3,125,70.42059297,0.12734756,130,41.16342571,,,150,2.6,19,155,0.3,53,2,367,31.55,28.23,32.69,32.35,29.84,5.12,4.68,5.25,5.14,6.04
258,724,1,,,,,,0.060205999,134,,,,,,1,,,,,NA,,,,,,,,,,
259,724,3,,253,0,70,75.15151515,0.060205999,145,65.3409453,3.4,0.1,207,2.3,1,71,0.8,0,0,2,17.5,17.32,,,,2.29,2.17,,,
260,724,4,,,0,,,,,,,,,,,,0,,,NA,,,,,,,,,,
261,724,5,,274,0,100,76.5625,0.111111111,131,62.6814176,1.3,,135,0.4,2,55,0,,,0,,,,,,,,,,
262,724,5,2n,254,0,65,67.34177215,0.069897,172,38.51879169,2.8,0.1,,,16,92,0.4,,,0,,,,,,,,,,
263,725,1,,221,16,100,75.22624434,0.111111111,131,40.94880931,11.7,1,38,1.2,13,104,3.6,0,0,29,43.56,31.95,21.96,34.21,32.68,2.46,9.22,9.1,8.14,9.96
264,725,2,,217,59,140,81.17828395,0.115710298,132,37.15223096,85.5,,42,1.6,3,150,0.2,6,0,202,37.2,33.9,32.8,26.2,40.8,4.2,4.1,3.8,2.9,36
265,725,3,,227,8,70,76.85714286,0.084509804,133,35.96145433,5.3,,226,0.7,8,73,0.2,0,0,15,37.81,40.25,37.18,36.18,36.6,4.82,4.6,4.67,4.59,4.69
266,725,4,,230,3,140,61.94267516,0.047712125,133,42.84769026,3.6,,110,2.1,5,64,0.5,0,0,3,25.9,42.3,44.2,,,4,4.9,4.5,,
267,725,5,,238,3,90,65.59766764,0.090323706,134,34.29686299,4.8,6.8,88,1.1,18,76,5.1,0,0,15,29.7,26.83,32.4,31.88,31.66,4.42,3.6,4.47,4.7,4.62
268,726,1,,200,296,90,78.6849711,0.117855316,130,58.56809564,143.1,,116,1.7,6,149,0.4,20,2,389,26.8,26.1,29,29.2,22.5,4.8,5,4.5,4.6,4.2
269,726,2,,200,215,100,76.13636364,0.125592641,129,46.86146554,93,9.9,86,1,5,114,0.3,0,2,313,26.5,27.5,37.5,26.5,29.5,5.5,4.5,4.5,4,4
270,726,3,,207,40,150,73.23865219,0.100343332,130,54.27768918,56.5,5.2,156,1.1,12,118,2,0,0,197,33.16,27.09,30.7,26.86,28.29,5.65,4.67,5.1,5.41,4.7
271,726,4,,221,21,150,69.95373752,0.123771484,131,39.4276186,11.1,1,30,1.5,37,86,0.2,0,3,35,19.48,18.35,18.86,21.55,23.1,1.93,3.78,4.41,5.4,5.11
272,726,5,,213,44,160,,,,,18.5,2.3,63,2.8,,,0.3,22,0,66,23.86,25.48,26.82,22.8,23.59,4.99,4.88,4.79,4.05,4.24
273,727,1,,239,0,100,77.04169046,0.069897,134,45.13782543,58.1,5.1,82,7.6,8,121,1.5,0,0,121,39.98,39.55,38.43,39.93,36.09,5.14,4.86,5.06,4.56,4.54
274,727,2,,237,0,165,76.63239789,0.087506126,134,47.00168537,81.6,7.6,164,3.4,9,122,0.3,0,0,172,31.1,32,28.2,33.5,28.6,3.9,4,3.9,3.9,3.1
275,727,3,,232,0,120,76.29427793,0.039794001,136,58.17764167,6.8,1.2,136,1.2,12,65,0.9,0,0,15,22.2,26.2,23.3,22.9,28.1,5.1,6.2,5.3,4.2,4.3
276,727,4,,232,0,90,74.45121951,0.123771484,131,47.74456915,58.4,5.8,154,8.5,14,121,0.2,1,0,121,37.34,30.9,34.2,24.79,22.65,5.56,5.28,5.94,3.81,3.88
277,727,5,,229,6,190,73.20299022,0.129040889,130,47.68659153,213.8,17.8,215,1.7,13,143,0.1,0,0,442,35.15,33.13,35.06,31.78,31.28,4.97,4.84,5.39,4.32,4.82
278,728,1,,219,46,75,77.61027359,0.081291336,134,47.02983009,29.6,2.7,37,0.6,8,127,0,21,0,79,29.45,28.29,25.55,23.96,19.43,4.78,5.33,5.22,4.93,4.13
279,728,2,,,,,,0.106026945,131,,,,,,26,,,,,NA,,,,,,,,,,
280,728,3,,215,40,185,73.25623419,0.095424251,133,44.6248956,35.6,3.5,90,0.6,7,139,1.8,16,0,69,31.61,25.85,28.44,32.82,26.93,5.68,5.35,5.88,5.22,5.12
281,728,4,,225,13,150,72.61336516,0.120411998,131,49.55193454,7.9,0.9,166,0.1,7,90,0.1,0,0,17,25.21,14.99,26.11,27.05,26.84,4.98,3.64,5.18,5.23,5.22
282,728,5,,208,56,175,71.69156884,0.140796859,130,44.72654684,56.2,6.1,98,0.8,14,150,0.2,0,0,61,30,26.8,30.08,19.68,16.01,5.75,5.09,3.09,2.91,3.12
283,729,1,,123,1,175,79.14385266,0.100343332,132,61.74513856,5.6,0.2,194,3.8,8,48,2.4,0,0,21,28.23,18.48,17.54,31.81,27.45,4.82,2.55,3.56,6.12,4.65
284,729,2,,119,8,75,75.72815534,0.077663334,131,54.20277174,7,0.4,198,2.1,24,,0,2,0,25,26.58,26.32,21.62,28.79,20.17,5.4,6.04,5.25,5.17,5.32
285,729,3,,209,11,10,70.05649718,0.08646125,132,42.04486951,5.5,0.2,310,6.2,4,72,0.3,0,0,25,22.13,28.05,19.01,29.44,21.28,8.81,8.79,8.85,9.48,8.81
286,729,4,,228,3,155,77.25267801,0.111111111,133,52.49987717,3,0.1,98,2.1,2,55,0,0,0,13,24.64,19.87,18.16,20.52,18.84,5.77,4.08,3.61,4.12,3.19
287,729,5,,202,18,125,67.42770167,0.111111111,131,48.63146517,7.4,0.5,76,2.1,2,84,0.1,0,0,21,27.63,26.74,27.13,27.45,26.36,5.79,5.71,5.23,5.53,4.97
288,730,2,,230,6,130,78.11804009,,,52.57015813,97.2,8.4,178,2.1,,,0.8,0,0,168,20.1,21,18.9,20.2,20,2.1,2.9,2.5,1.5,1.9
289,730,3,,245,0,145,76.53006919,,143,52.32499417,76.7,8.8,155,1.2,,130,0.4,0,0,141,29.79,35.63,29.79,27.46,25.75,5.33,5.12,5.21,4.27,4.64
290,730,4,,243,0,110,70.39610841,0.077815125,133,72.65477914,17.7,1.6,160,1.2,1,101,0,0,0,33,24.5,33.06,29.91,33.5,28,4.06,5.33,5.34,5.48,5.23
291,731,1,,221,14,55,80.90349076,0.111111111,130,49.83490879,40.1,4.9,50,1.5,22,134,0,0,0,125,21.2,23.5,24.2,20.4,20.2,3.9,4.4,4.5,4.1,3.9
292,731,2,,135,0,115,70.80291971,0.039794001,142,61.50337999,6.8,0.5,142,3,9,,0,0,4,24,23.45,16.7,15.4,14.26,23.18,4.45,3.65,3.19,2.93,4.26
293,731,3,,249,0,50,,0.095424251,135,,2.4,0.1,,0.5,2,58,0.1,0,0,5,20.35,16.94,17.68,18.44,15.58,4.23,3.21,3.11,4.1,2.59
294,731,4,,234,0,145,71.57509158,0.047712125,135,60.04573108,40.8,,94,2,3,119,0.1,0,0,110,23.1,20,21.2,22.9,19,3.5,3.5,3.7,4.2,3.1
295,731,5,,228,3,110,65.2350081,0.069897,135,,4.7,,,0.8,2,82,0,0,0,13,20.92,21.54,21.81,21.95,22.21,4.71,4.27,4.33,4.31,4.87
296,732,1,,250,0,150,74.26298549,0.097772361,134,57.45414503,120.2,,196,2,4,155,0.1,0,0,95,42.15,34.76,41.21,34.46,32.32,5.91,5.24,5.49,3.27,4.1
297,732,2,,252,0,90,75.36443149,0.084509804,,80.63636165,42.5,,254,1.9,0,130,0.6,1,0,33,41.22,42.11,42.02,28.17,27.29,5.63,5.91,6.17,4.12,4.15
298,732,3,,251,0,200,77.44394619,0.090323706,131,49.8033077,39.4,4.1,78,9,5,132,0.1,0,0,48,36,35.5,32.2,35,34.1,4.5,4.9,3.9,4.5,4
299,732,4,,258,0,155,76.478586,0.12734756,160,71.01249209,20.2,1.8,138,1,0,97,0.3,0,1,30,27.9,20.2,31.5,34.9,38.1,2.2,1.9,3,3.9,3.2
300,732,5,,254,0,115,70.49830125,0.092545336,154,59.4998608,43.8,6,220,2.1,0,140,0.1,0,0,54,42.5,39.5,31.5,34.5,37,4.5,5,4.5,5,4.5
301,732,5,5,,0,110,65.24822695,,,63.85350915,,11.5,127,3.625,,,0.3,,,NA,,,,,,,,,,
302,733,1,,245,0,100,81.01968703,0.117855316,161,63.03356039,22.1,2.5,102,1.3,0,115,0.6,9,0,42,29.53,29.95,28.11,29.34,25.6,5.18,5.07,4.96,5.07,4.48
