PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,V13
2.009385745262203,1.2870168959731592,1.2331336563762627,1.0494886161745713,0.9584545359882178,0.8645538850049127,0.7586371184061984,0.7022146480802708,0.638242415164599,0.5810002319583254,0.36592113678026694,0.26528160663681305,Standard deviation
0.33647,0.13803,0.12672,0.09179,0.076550000000000007,0.06229,0.04796,0.04109,0.03395,0.02813,0.01116,0.00586,Proportion of Variance
0.33647,0.4745,0.60122,0.69301,0.76956,0.83185,0.87981,0.9209,0.95485,0.98298,0.99414,1,Cumulative Proportion
